,lat_min,lon_min,lat_mid,lon_mid,lat_max,lon_max
288,441359.0,4984325.0,441510.0,4984476.0,441661.0,4984627.0
289,441359.0,4984627.0,441510.0,4984778.0,441661.0,4984929.0
290,441359.0,4984929.0,441510.0,4985080.0,441661.0,4985231.0
291,441359.0,4985231.0,441510.0,4985382.0,441661.0,4985533.0
292,441359.0,4985533.0,441510.0,4985684.0,441661.0,4985835.0
293,441359.0,4985835.0,441510.0,4985986.0,441661.0,4986137.0
294,441359.0,4986137.0,441510.0,4986288.0,441661.0,4986439.0
295,441359.0,4986439.0,441510.0,4986590.0,441661.0,4986741.0
296,441359.0,4986741.0,441510.0,4986892.0,441661.0,4987043.0
297,441359.0,4987043.0,441510.0,4987194.0,441661.0,4987345.0
298,441359.0,4987345.0,441510.0,4987496.0,441661.0,4987647.0
299,441359.0,4987647.0,441510.0,4987798.0,441661.0,4987949.0
300,441661.0,4972849.0,441812.0,4973000.0,441963.0,4973151.0
301,441661.0,4973151.0,441812.0,4973302.0,441963.0,4973453.0
302,441661.0,4973453.0,441812.0,4973604.0,441963.0,4973755.0
303,441661.0,4973755.0,441812.0,4973906.0,441963.0,4974057.0
304,441661.0,4974057.0,441812.0,4974208.0,441963.0,4974359.0
305,441661.0,4974359.0,441812.0,4974510.0,441963.0,4974661.0
306,441661.0,4974661.0,441812.0,4974812.0,441963.0,4974963.0
307,441661.0,4974963.0,441812.0,4975114.0,441963.0,4975265.0
308,441661.0,4975265.0,441812.0,4975416.0,441963.0,4975567.0
309,441661.0,4975567.0,441812.0,4975718.0,441963.0,4975869.0
310,441661.0,4975869.0,441812.0,4976020.0,441963.0,4976171.0
311,441661.0,4976171.0,441812.0,4976322.0,441963.0,4976473.0
312,441661.0,4976473.0,441812.0,4976624.0,441963.0,4976775.0
313,441661.0,4976775.0,441812.0,4976926.0,441963.0,4977077.0
314,441661.0,4977077.0,441812.0,4977228.0,441963.0,4977379.0
315,441661.0,4977379.0,441812.0,4977530.0,441963.0,4977681.0
316,441661.0,4977681.0,441812.0,4977832.0,441963.0,4977983.0
317,441661.0,4977983.0,441812.0,4978134.0,441963.0,4978285.0
318,441661.0,4978285.0,441812.0,4978436.0,441963.0,4978587.0
319,441661.0,4978587.0,441812.0,4978738.0,441963.0,4978889.0
320,441661.0,4978889.0,441812.0,4979040.0,441963.0,4979191.0
321,441661.0,4979191.0,441812.0,4979342.0,441963.0,4979493.0
322,441661.0,4979493.0,441812.0,4979644.0,441963.0,4979795.0
323,441661.0,4979795.0,441812.0,4979946.0,441963.0,4980097.0
324,441661.0,4980097.0,441812.0,4980248.0,441963.0,4980399.0
325,441661.0,4980399.0,441812.0,4980550.0,441963.0,4980701.0
326,441661.0,4980701.0,441812.0,4980852.0,441963.0,4981003.0
327,441661.0,4981003.0,441812.0,4981154.0,441963.0,4981305.0
328,441661.0,4981305.0,441812.0,4981456.0,441963.0,4981607.0
329,441661.0,4981607.0,441812.0,4981758.0,441963.0,4981909.0
330,441661.0,4981909.0,441812.0,4982060.0,441963.0,4982211.0
331,441661.0,4982211.0,441812.0,4982362.0,441963.0,4982513.0
332,441661.0,4982513.0,441812.0,4982664.0,441963.0,4982815.0
333,441661.0,4982815.0,441812.0,4982966.0,441963.0,4983117.0
334,441661.0,4983117.0,441812.0,4983268.0,441963.0,4983419.0
335,441661.0,4983419.0,441812.0,4983570.0,441963.0,4983721.0
336,441661.0,4983721.0,441812.0,4983872.0,441963.0,4984023.0
337,441661.0,4984023.0,441812.0,4984174.0,441963.0,4984325.0
338,441661.0,4984325.0,441812.0,4984476.0,441963.0,4984627.0
339,441661.0,4984627.0,441812.0,4984778.0,441963.0,4984929.0
340,441661.0,4984929.0,441812.0,4985080.0,441963.0,4985231.0
341,441661.0,4985231.0,441812.0,4985382.0,441963.0,4985533.0
342,441661.0,4985533.0,441812.0,4985684.0,441963.0,4985835.0
343,441661.0,4985835.0,441812.0,4985986.0,441963.0,4986137.0
344,441661.0,4986137.0,441812.0,4986288.0,441963.0,4986439.0
345,441661.0,4986439.0,441812.0,4986590.0,441963.0,4986741.0
346,441661.0,4986741.0,441812.0,4986892.0,441963.0,4987043.0
347,441661.0,4987043.0,441812.0,4987194.0,441963.0,4987345.0
348,441661.0,4987345.0,441812.0,4987496.0,441963.0,4987647.0
349,441661.0,4987647.0,441812.0,4987798.0,441963.0,4987949.0
350,441963.0,4972849.0,442114.0,4973000.0,442265.0,4973151.0
351,441963.0,4973151.0,442114.0,4973302.0,442265.0,4973453.0
352,441963.0,4973453.0,442114.0,4973604.0,442265.0,4973755.0
353,441963.0,4973755.0,442114.0,4973906.0,442265.0,4974057.0
354,441963.0,4974057.0,442114.0,4974208.0,442265.0,4974359.0
355,441963.0,4974359.0,442114.0,4974510.0,442265.0,4974661.0
356,441963.0,4974661.0,442114.0,4974812.0,442265.0,4974963.0
357,441963.0,4974963.0,442114.0,4975114.0,442265.0,4975265.0
358,441963.0,4975265.0,442114.0,4975416.0,442265.0,4975567.0
359,441963.0,4975567.0,442114.0,4975718.0,442265.0,4975869.0
360,441963.0,4975869.0,442114.0,4976020.0,442265.0,4976171.0
361,441963.0,4976171.0,442114.0,4976322.0,442265.0,4976473.0
362,441963.0,4976473.0,442114.0,4976624.0,442265.0,4976775.0
363,441963.0,4976775.0,442114.0,4976926.0,442265.0,4977077.0
364,441963.0,4977077.0,442114.0,4977228.0,442265.0,4977379.0
365,441963.0,4977379.0,442114.0,4977530.0,442265.0,4977681.0
366,441963.0,4977681.0,442114.0,4977832.0,442265.0,4977983.0
367,441963.0,4977983.0,442114.0,4978134.0,442265.0,4978285.0
368,441963.0,4978285.0,442114.0,4978436.0,442265.0,4978587.0
369,441963.0,4978587.0,442114.0,4978738.0,442265.0,4978889.0
370,441963.0,4978889.0,442114.0,4979040.0,442265.0,4979191.0
371,441963.0,4979191.0,442114.0,4979342.0,442265.0,4979493.0
372,441963.0,4979493.0,442114.0,4979644.0,442265.0,4979795.0
373,441963.0,4979795.0,442114.0,4979946.0,442265.0,4980097.0
374,441963.0,4980097.0,442114.0,4980248.0,442265.0,4980399.0
375,441963.0,4980399.0,442114.0,4980550.0,442265.0,4980701.0
376,441963.0,4980701.0,442114.0,4980852.0,442265.0,4981003.0
377,441963.0,4981003.0,442114.0,4981154.0,442265.0,4981305.0
378,441963.0,4981305.0,442114.0,4981456.0,442265.0,4981607.0
379,441963.0,4981607.0,442114.0,4981758.0,442265.0,4981909.0
380,441963.0,4981909.0,442114.0,4982060.0,442265.0,4982211.0
381,441963.0,4982211.0,442114.0,4982362.0,442265.0,4982513.0
382,441963.0,4982513.0,442114.0,4982664.0,442265.0,4982815.0
383,441963.0,4982815.0,442114.0,4982966.0,442265.0,4983117.0
384,441963.0,4983117.0,442114.0,4983268.0,442265.0,4983419.0
385,441963.0,4983419.0,442114.0,4983570.0,442265.0,4983721.0
386,441963.0,4983721.0,442114.0,4983872.0,442265.0,4984023.0
387,441963.0,4984023.0,442114.0,4984174.0,442265.0,4984325.0
388,441963.0,4984325.0,442114.0,4984476.0,442265.0,4984627.0
389,441963.0,4984627.0,442114.0,4984778.0,442265.0,4984929.0
390,441963.0,4984929.0,442114.0,4985080.0,442265.0,4985231.0
391,441963.0,4985231.0,442114.0,4985382.0,442265.0,4985533.0
392,441963.0,4985533.0,442114.0,4985684.0,442265.0,4985835.0
